film_id,n_rentals,n_different_customer,r_month,r_year,language_id,rental_duration,rental_rate,length,rating,special_features,category_id
725,10,10,08,2005,1,6,4.99,167,R,"Trailers,Commentaries,Behind the Scenes",4
731,1,1,06,2005,1,7,4.99,153,PG-13,"Trailers,Commentaries,Deleted Scenes",4
731,4,4,07,2005,1,7,4.99,153,PG-13,"Trailers,Commentaries,Deleted Scenes",4
731,5,5,08,2005,1,7,4.99,153,PG-13,"Trailers,Commentaries,Deleted Scenes",4
744,2,2,05,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4
744,2,2,06,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4
744,7,7,07,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4
744,6,6,08,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4
808,1,1,06,2005,1,5,0.99,84,R,"Behind the Scenes",4
808,3,3,07,2005,1,5,0.99,84,R,"Behind the Scenes",4
808,2,2,08,2005,1,5,0.99,84,R,"Behind the Scenes",4
815,1,1,06,2005,1,4,2.99,74,PG-13,Commentaries,4
815,3,3,07,2005,1,4,2.99,74,PG-13,Commentaries,4
815,5,5,08,2005,1,4,2.99,74,PG-13,Commentaries,4
828,1,1,05,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4
828,2,2,06,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4
828,5,5,07,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4
828,5,5,08,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4
843,1,1,05,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4
843,3,3,06,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4
843,7,7,07,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4
843,12,12,08,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4
862,1,1,05,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4
862,2,2,06,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4
862,6,6,07,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4
862,6,6,08,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4
862,1,1,02,2006,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4
891,4,4,05,2005,1,3,0.99,69,G,Commentaries,4
891,7,7,06,2005,1,3,0.99,69,G,Commentaries,4
891,14,14,07,2005,1,3,0.99,69,G,Commentaries,4
891,6,6,08,2005,1,3,0.99,69,G,Commentaries,4
895,1,1,05,2005,1,3,2.99,142,R,Commentaries,4
895,5,5,06,2005,1,3,2.99,142,R,Commentaries,4
895,11,11,07,2005,1,3,2.99,142,R,Commentaries,4
895,8,8,08,2005,1,3,2.99,142,R,Commentaries,4
899,1,1,05,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4
899,2,2,06,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4
899,3,3,07,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4
899,5,5,08,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4
951,3,3,05,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4
951,4,4,06,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4
951,12,12,07,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4
951,9,9,08,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4
962,1,1,05,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4
962,3,3,06,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4
962,6,6,07,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4
962,5,5,08,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4
970,1,1,05,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4
970,4,4,06,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4
970,12,12,07,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4
970,9,9,08,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4
7,2,2,06,2005,1,6,4.99,62,PG-13,"Trailers,Deleted Scenes",5
7,6,6,07,2005,1,6,4.99,62,PG-13,"Trailers,Deleted Scenes",5
7,7,7,08,2005,1,6,4.99,62,PG-13,"Trailers,Deleted Scenes",5
28,3,3,05,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5
28,3,3,06,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5
28,6,6,07,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5
28,3,3,08,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5
99,2,2,06,2005,1,7,2.99,136,PG,Trailers,5
99,9,9,07,2005,1,7,2.99,136,PG,Trailers,5
99,9,9,08,2005,1,7,2.99,136,PG,Trailers,5
119,1,1,05,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5
119,4,4,06,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5
119,9,9,07,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5
119,10,10,08,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5
127,2,2,05,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5
127,4,4,06,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5
127,11,11,07,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5
127,12,11,08,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5
127,1,1,02,2006,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5
159,4,4,05,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5
159,4,4,06,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5
159,10,10,07,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5
159,10,10,08,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5
178,1,1,05,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5
178,1,1,06,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5
178,3,3,07,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5
178,1,1,08,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5
178,1,1,02,2006,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5
182,1,1,05,2005,1,7,4.99,185,G,Commentaries,5
182,1,1,06,2005,1,7,4.99,185,G,Commentaries,5
182,2,2,07,2005,1,7,4.99,185,G,Commentaries,5
182,3,3,08,2005,1,7,4.99,185,G,Commentaries,5
188,1,1,06,2005,1,7,2.99,136,PG,"Commentaries,Deleted Scenes",5
188,4,4,07,2005,1,7,2.99,136,PG,"Commentaries,Deleted Scenes",5
188,4,4,08,2005,1,7,2.99,136,PG,"Commentaries,Deleted Scenes",5
202,2,2,05,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5
202,2,2,06,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5
202,6,6,07,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5
202,3,3,08,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5
242,3,3,05,2005,1,4,0.99,68,R,"Trailers,Commentaries",5
242,4,4,06,2005,1,4,0.99,68,R,"Trailers,Commentaries",5
242,9,9,07,2005,1,4,0.99,68,R,"Trailers,Commentaries",5
242,5,5,08,2005,1,4,0.99,68,R,"Trailers,Commentaries",5
247,3,3,05,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5
247,3,3,06,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5
247,10,10,07,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5
247,9,9,08,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5
265,2,2,05,2005,1,5,4.99,168,PG,"Behind the Scenes",5
265,3,3,06,2005,1,5,4.99,168,PG,"Behind the Scenes",5
265,4,4,07,2005,1,5,4.99,168,PG,"Behind the Scenes",5
265,8,8,08,2005,1,5,4.99,168,PG,"Behind the Scenes",5
276,5,5,07,2005,1,6,4.99,115,NC-17,"Commentaries,Behind the Scenes",5
276,5,5,08,2005,1,6,4.99,115,NC-17,"Commentaries,Behind the Scenes",5
308,1,1,05,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5
308,4,4,06,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5
308,6,6,07,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5
308,6,6,08,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5
317,2,2,05,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5
317,2,2,06,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5
317,6,6,07,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5
317,11,10,08,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5
324,3,3,06,2005,1,3,4.99,148,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
324,9,9,07,2005,1,3,4.99,148,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
324,5,5,08,2005,1,3,4.99,148,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
335,3,3,07,2005,1,5,0.99,133,PG-13,"Trailers,Commentaries,Behind the Scenes",5
335,2,2,08,2005,1,5,0.99,133,PG-13,"Trailers,Commentaries,Behind the Scenes",5
365,3,3,06,2005,1,4,4.99,154,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
365,5,5,07,2005,1,4,4.99,154,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
365,6,6,08,2005,1,4,4.99,154,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
385,2,2,05,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
385,3,3,06,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
385,7,7,07,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
385,5,5,08,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
385,1,1,02,2006,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
388,3,3,05,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5
388,4,4,06,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5
388,11,11,07,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5
388,4,4,08,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5
388,2,2,02,2006,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5
410,2,2,05,2005,1,7,2.99,48,PG,Commentaries,5
410,3,3,06,2005,1,7,2.99,48,PG,Commentaries,5
410,5,5,07,2005,1,7,2.99,48,PG,Commentaries,5
410,8,8,08,2005,1,7,2.99,48,PG,Commentaries,5
413,2,2,05,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5
413,2,2,06,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5
413,3,3,07,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5
413,5,5,08,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5
443,1,1,05,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5
443,3,3,06,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5
443,12,12,07,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5
443,8,8,08,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5
444,2,2,06,2005,1,3,4.99,83,NC-17,"Trailers,Commentaries,Behind the Scenes",5
444,10,10,07,2005,1,3,4.99,83,NC-17,"Trailers,Commentaries,Behind the Scenes",5
444,10,10,08,2005,1,3,4.99,83,NC-17,"Trailers,Commentaries,Behind the Scenes",5
478,1,1,05,2005,1,4,2.99,112,G,"Deleted Scenes",5
478,1,1,06,2005,1,4,2.99,112,G,"Deleted Scenes",5
478,5,5,07,2005,1,4,2.99,112,G,"Deleted Scenes",5
478,7,7,08,2005,1,4,2.99,112,G,"Deleted Scenes",5
502,3,3,05,2005,1,4,2.99,71,PG-13,Trailers,5
502,3,3,06,2005,1,4,2.99,71,PG-13,Trailers,5
502,9,9,07,2005,1,4,2.99,71,PG-13,Trailers,5
502,9,9,08,2005,1,4,2.99,71,PG-13,Trailers,5
522,2,2,05,2005,1,4,2.99,137,NC-17,"Commentaries,Deleted Scenes",5
522,2,2,06,2005,1,4,2.99,137,NC-17,"Commentaries,Deleted Scenes",5
522,3,3,07,2005,1,4,2.99,137,NC-17,"Commentaries,Deleted Scenes",5
522,3,3,08,2005,1,4,2.99,137,NC-17,"Commentaries,Deleted Scenes",5
524,1,1,05,2005,1,6,0.99,50,PG,"Trailers,Deleted Scenes",5
524,2,2,06,2005,1,6,0.99,50,PG,"Trailers,Deleted Scenes",5
524,7,7,07,2005,1,6,0.99,50,PG,"Trailers,Deleted Scenes",5
524,8,8,08,2005,1,6,0.99,50,PG,"Trailers,Deleted Scenes",5
529,2,2,05,2005,1,3,2.99,67,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
529,2,2,06,2005,1,3,2.99,67,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
529,7,7,07,2005,1,3,2.99,67,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
529,4,4,08,2005,1,3,2.99,67,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
555,3,3,05,2005,1,4,0.99,133,PG,"Trailers,Commentaries,Deleted Scenes",5
555,4,4,06,2005,1,4,0.99,133,PG,"Trailers,Commentaries,Deleted Scenes",5
555,7,7,07,2005,1,4,0.99,133,PG,"Trailers,Commentaries,Deleted Scenes",5
555,11,11,08,2005,1,4,0.99,133,PG,"Trailers,Commentaries,Deleted Scenes",5
568,1,1,06,2005,1,4,4.99,77,NC-17,"Behind the Scenes",5
568,7,6,07,2005,1,4,4.99,77,NC-17,"Behind the Scenes",5
568,5,5,08,2005,1,4,4.99,77,NC-17,"Behind the Scenes",5
604,1,1,05,2005,1,4,0.99,160,G,"Behind the Scenes",5
604,3,3,06,2005,1,4,0.99,160,G,"Behind the Scenes",5
604,5,5,07,2005,1,4,0.99,160,G,"Behind the Scenes",5
604,3,3,08,2005,1,4,0.99,160,G,"Behind the Scenes",5
604,1,1,02,2006,1,4,0.99,160,G,"Behind the Scenes",5
613,2,2,05,2005,1,5,0.99,92,NC-17,"Commentaries,Behind the Scenes",5
613,2,2,06,2005,1,5,0.99,92,NC-17,"Commentaries,Behind the Scenes",5
613,4,4,07,2005,1,5,0.99,92,NC-17,"Commentaries,Behind the Scenes",5
613,2,2,08,2005,1,5,0.99,92,NC-17,"Commentaries,Behind the Scenes",5
638,2,2,05,2005,1,7,2.99,156,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
638,3,3,06,2005,1,7,2.99,156,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
638,12,11,07,2005,1,7,2.99,156,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
638,9,9,08,2005,1,7,2.99,156,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
638,1,1,02,2006,1,7,2.99,156,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
657,12,12,07,2005,1,5,2.99,48,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
657,6,6,08,2005,1,5,2.99,48,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
660,2,2,06,2005,1,7,2.99,107,PG,"Trailers,Behind the Scenes",5
660,6,6,07,2005,1,7,2.99,107,PG,"Trailers,Behind the Scenes",5
660,5,5,08,2005,1,7,2.99,107,PG,"Trailers,Behind the Scenes",5
672,1,1,05,2005,1,7,2.99,82,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
672,2,2,06,2005,1,7,2.99,82,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
672,7,7,07,2005,1,7,2.99,82,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
672,7,7,08,2005,1,7,2.99,82,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
680,1,1,05,2005,1,4,4.99,103,PG,"Commentaries,Behind the Scenes",5
680,3,3,06,2005,1,4,4.99,103,PG,"Commentaries,Behind the Scenes",5
680,9,9,07,2005,1,4,4.99,103,PG,"Commentaries,Behind the Scenes",5
680,7,7,08,2005,1,4,4.99,103,PG,"Commentaries,Behind the Scenes",5
704,1,1,05,2005,1,3,2.99,121,NC-17,"Trailers,Deleted Scenes",5
704,1,1,06,2005,1,3,2.99,121,NC-17,"Trailers,Deleted Scenes",5
704,7,7,07,2005,1,3,2.99,121,NC-17,"Trailers,Deleted Scenes",5
704,6,6,08,2005,1,3,2.99,121,NC-17,"Trailers,Deleted Scenes",5
704,1,1,02,2006,1,3,2.99,121,NC-17,"Trailers,Deleted Scenes",5
754,1,1,06,2005,1,6,2.99,150,PG-13,"Trailers,Commentaries,Deleted Scenes",5
754,3,3,07,2005,1,6,2.99,150,PG-13,"Trailers,Commentaries,Deleted Scenes",5
754,2,2,08,2005,1,6,2.99,150,PG-13,"Trailers,Commentaries,Deleted Scenes",5
756,2,2,05,2005,1,7,2.99,80,PG-13,"Trailers,Deleted Scenes",5
756,3,3,06,2005,1,7,2.99,80,PG-13,"Trailers,Deleted Scenes",5
756,5,5,07,2005,1,7,2.99,80,PG-13,"Trailers,Deleted Scenes",5
756,4,4,08,2005,1,7,2.99,80,PG-13,"Trailers,Deleted Scenes",5
765,2,2,06,2005,1,7,4.99,182,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
765,6,6,07,2005,1,7,4.99,182,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
765,5,5,08,2005,1,7,4.99,182,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
774,3,3,06,2005,1,3,2.99,182,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
774,6,6,07,2005,1,3,2.99,182,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
774,5,5,08,2005,1,3,2.99,182,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5
814,2,2,05,2005,1,6,4.99,110,PG,Commentaries,5
814,2,2,06,2005,1,6,4.99,110,PG,Commentaries,5
814,9,9,07,2005,1,6,4.99,110,PG,Commentaries,5
814,9,9,08,2005,1,6,4.99,110,PG,Commentaries,5
837,2,2,06,2005,1,4,2.99,85,PG,"Commentaries,Behind the Scenes",5
837,4,4,07,2005,1,4,2.99,85,PG,"Commentaries,Behind the Scenes",5
837,4,4,08,2005,1,4,2.99,85,PG,"Commentaries,Behind the Scenes",5
857,4,4,06,2005,1,3,2.99,144,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
857,10,10,07,2005,1,3,2.99,144,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
857,9,9,08,2005,1,3,2.99,144,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",5
858,1,1,05,2005,1,5,4.99,127,R,Trailers,5
858,3,3,06,2005,1,5,4.99,127,R,Trailers,5
858,5,5,07,2005,1,5,4.99,127,R,Trailers,5
858,6,6,08,2005,1,5,4.99,127,R,Trailers,5
871,2,2,05,2005,1,6,4.99,176,PG,"Deleted Scenes,Behind the Scenes",5
871,3,3,06,2005,1,6,4.99,176,PG,"Deleted Scenes,Behind the Scenes",5
871,7,7,07,2005,1,6,4.99,176,PG,"Deleted Scenes,Behind the Scenes",5
871,5,5,08,2005,1,6,4.99,176,PG,"Deleted Scenes,Behind the Scenes",5
871,1,1,02,2006,1,6,4.99,176,PG,"Deleted Scenes,Behind the Scenes",5
905,1,1,05,2005,1,7,4.99,132,PG-13,Trailers,5
905,1,1,06,2005,1,7,4.99,132,PG-13,Trailers,5
905,6,6,07,2005,1,7,4.99,132,PG-13,Trailers,5
905,3,3,08,2005,1,7,4.99,132,PG-13,Trailers,5
906,2,2,05,2005,1,4,0.99,171,PG,"Deleted Scenes",5
906,3,3,06,2005,1,4,0.99,171,PG,"Deleted Scenes",5
906,8,8,07,2005,1,4,0.99,171,PG,"Deleted Scenes",5
906,7,7,08,2005,1,4,0.99,171,PG,"Deleted Scenes",5
932,2,2,05,2005,1,3,0.99,73,G,"Commentaries,Deleted Scenes",5
932,2,2,06,2005,1,3,0.99,73,G,"Commentaries,Deleted Scenes",5
932,6,6,07,2005,1,3,0.99,73,G,"Commentaries,Deleted Scenes",5
932,5,5,08,2005,1,3,0.99,73,G,"Commentaries,Deleted Scenes",5
938,2,2,05,2005,1,3,4.99,173,R,"Behind the Scenes",5
938,6,6,06,2005,1,3,4.99,173,R,"Behind the Scenes",5
938,10,10,07,2005,1,3,4.99,173,R,"Behind the Scenes",5
938,8,8,08,2005,1,3,4.99,173,R,"Behind the Scenes",5
939,3,3,07,2005,1,4,2.99,90,R,"Commentaries,Behind the Scenes",5
939,5,5,08,2005,1,4,2.99,90,R,"Commentaries,Behind the Scenes",5
978,1,1,06,2005,1,3,0.99,98,R,"Deleted Scenes,Behind the Scenes",5
978,5,5,07,2005,1,3,0.99,98,R,"Deleted Scenes,Behind the Scenes",5
978,3,3,08,2005,1,3,0.99,98,R,"Deleted Scenes,Behind the Scenes",5
1000,3,3,05,2005,1,3,4.99,50,NC-17,"Trailers,Commentaries,Behind the Scenes",5
1000,5,5,06,2005,1,3,4.99,50,NC-17,"Trailers,Commentaries,Behind the Scenes",5
1000,12,12,07,2005,1,3,4.99,50,NC-17,"Trailers,Commentaries,Behind the Scenes",5
1000,11,11,08,2005,1,3,4.99,50,NC-17,"Trailers,Commentaries,Behind the Scenes",5
1,2,2,05,2005,1,6,0.99,86,PG,"Deleted Scenes,Behind the Scenes",6
1,3,3,06,2005,1,6,0.99,86,PG,"Deleted Scenes,Behind the Scenes",6
1,9,9,07,2005,1,6,0.99,86,PG,"Deleted Scenes,Behind the Scenes",6
1,9,9,08,2005,1,6,0.99,86,PG,"Deleted Scenes,Behind the Scenes",6
1,1,1,01,2021,1,6,0.99,86,PG,"Deleted Scenes,Behind the Scenes",6
3,1,1,05,2005,1,7,2.99,50,NC-17,"Trailers,Deleted Scenes",6
3,1,1,06,2005,1,7,2.99,50,NC-17,"Trailers,Deleted Scenes",6
3,4,4,07,2005,1,7,2.99,50,NC-17,"Trailers,Deleted Scenes",6
3,6,6,08,2005,1,7,2.99,50,NC-17,"Trailers,Deleted Scenes",6
40,2,2,05,2005,1,4,0.99,148,R,"Trailers,Commentaries",6
40,3,3,06,2005,1,4,0.99,148,R,"Trailers,Commentaries",6
40,6,6,07,2005,1,4,0.99,148,R,"Trailers,Commentaries",6
40,5,5,08,2005,1,4,0.99,148,R,"Trailers,Commentaries",6
58,2,2,05,2005,1,6,2.99,122,G,"Deleted Scenes,Behind the Scenes",6
58,3,3,06,2005,1,6,2.99,122,G,"Deleted Scenes,Behind the Scenes",6
58,6,6,07,2005,1,6,2.99,122,G,"Deleted Scenes,Behind the Scenes",6
58,6,6,08,2005,1,6,2.99,122,G,"Deleted Scenes,Behind the Scenes",6
62,3,3,07,2005,1,5,2.99,106,NC-17,"Trailers,Commentaries,Deleted Scenes",6
62,3,3,08,2005,1,5,2.99,106,NC-17,"Trailers,Commentaries,Deleted Scenes",6
72,3,3,06,2005,1,6,2.99,93,PG,"Trailers,Commentaries",6
72,6,6,07,2005,1,6,2.99,93,PG,"Trailers,Commentaries",6
72,10,10,08,2005,1,6,2.99,93,PG,"Trailers,Commentaries",6
85,1,1,05,2005,1,4,0.99,63,G,"Deleted Scenes",6
85,3,3,06,2005,1,4,0.99,63,G,"Deleted Scenes",6
85,8,8,07,2005,1,4,0.99,63,G,"Deleted Scenes",6
85,4,4,08,2005,1,4,0.99,63,G,"Deleted Scenes",6
101,3,3,05,2005,1,3,0.99,73,R,"Behind the Scenes",6
101,5,5,06,2005,1,3,0.99,73,R,"Behind the Scenes",6
101,12,12,07,2005,1,3,0.99,73,R,"Behind the Scenes",6
101,6,6,08,2005,1,3,0.99,73,R,"Behind the Scenes",6
129,2,2,05,2005,1,3,2.99,179,R,"Commentaries,Deleted Scenes,Behind the Scenes",6
129,3,3,06,2005,1,3,2.99,179,R,"Commentaries,Deleted Scenes,Behind the Scenes",6
129,7,7,07,2005,1,3,2.99,179,R,"Commentaries,Deleted Scenes,Behind the Scenes",6
129,9,9,08,2005,1,3,2.99,179,R,"Commentaries,Deleted Scenes,Behind the Scenes",6
142,3,3,05,2005,1,3,0.99,122,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
142,4,4,06,2005,1,3,0.99,122,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
142,9,9,07,2005,1,3,0.99,122,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
142,6,6,08,2005,1,3,0.99,122,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
150,2,2,05,2005,1,7,2.99,101,PG,"Behind the Scenes",6
150,2,2,06,2005,1,7,2.99,101,PG,"Behind the Scenes",6
150,7,7,07,2005,1,7,2.99,101,PG,"Behind the Scenes",6
150,8,8,08,2005,1,7,2.99,101,PG,"Behind the Scenes",6
156,1,1,05,2005,1,3,4.99,164,G,Commentaries,6
156,1,1,06,2005,1,3,4.99,164,G,Commentaries,6
156,2,2,07,2005,1,3,4.99,164,G,Commentaries,6
156,3,3,08,2005,1,3,4.99,164,G,Commentaries,6
164,3,3,05,2005,1,4,0.99,55,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
164,4,4,06,2005,1,4,0.99,55,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
164,7,7,07,2005,1,4,0.99,55,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
164,7,7,08,2005,1,4,0.99,55,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",6
199,2,2,06,2005,1,4,2.99,56,R,"Behind the Scenes",6
199,10,10,07,2005,1,4,2.99,56,R,"Behind the Scenes",6
199,11,11,08,2005,1,4,2.99,56,R,"Behind the Scenes",6
206,2,2,05,2005,1,6,0.99,144,G,"Commentaries,Behind the Scenes",6
206,4,4,06,2005,1,6,0.99,144,G,"Commentaries,Behind the Scenes",6
206,12,12,07,2005,1,6,0.99,144,G,"Commentaries,Behind the Scenes",6
206,9,9,08,2005,1,6,0.99,144,G,"Commentaries,Behind the Scenes",6
219,1,1,05,2005,1,6,4.99,51,PG-13,"Commentaries,Behind the Scenes",6
219,2,2,06,2005,1,6,4.99,51,PG-13,"Commentaries,Behind the Scenes",6
219,6,6,07,2005,1,6,4.99,51,PG-13,"Commentaries,Behind the Scenes",6
219,4,4,08,2005,1,6,4.99,51,PG-13,"Commentaries,Behind the Scenes",6
