film_id,n_rentals,n_different_customer,r_month,r_year,language_id,rental_duration,rental_rate,length,rating,special_features,category_id,rented_last_month
999,1,1,05,2005,1,5,2.99,101,R,"Trailers,Deleted Scenes",3,0
999,2,2,06,2005,1,5,2.99,101,R,"Trailers,Deleted Scenes",3,0
999,7,7,07,2005,1,5,2.99,101,R,"Trailers,Deleted Scenes",3,0
999,7,7,08,2005,1,5,2.99,101,R,"Trailers,Deleted Scenes",3,0
37,3,3,06,2005,1,3,2.99,121,PG,"Trailers,Deleted Scenes",4,0
37,6,6,07,2005,1,3,2.99,121,PG,"Trailers,Deleted Scenes",4,0
37,12,12,08,2005,1,3,2.99,121,PG,"Trailers,Deleted Scenes",4,0
60,1,1,05,2005,1,3,4.99,89,R,"Deleted Scenes,Behind the Scenes",4,0
60,2,2,06,2005,1,3,4.99,89,R,"Deleted Scenes,Behind the Scenes",4,0
60,5,5,07,2005,1,3,4.99,89,R,"Deleted Scenes,Behind the Scenes",4,0
60,3,3,08,2005,1,3,4.99,89,R,"Deleted Scenes,Behind the Scenes",4,0
91,2,2,06,2005,1,5,0.99,98,PG,"Behind the Scenes",4,0
91,11,11,07,2005,1,5,0.99,98,PG,"Behind the Scenes",4,0
91,10,10,08,2005,1,5,0.99,98,PG,"Behind the Scenes",4,0
91,1,1,02,2006,1,5,0.99,98,PG,"Behind the Scenes",4,1
116,1,1,05,2005,1,4,2.99,70,R,"Deleted Scenes,Behind the Scenes",4,0
116,1,1,06,2005,1,4,2.99,70,R,"Deleted Scenes,Behind the Scenes",4,0
116,7,7,07,2005,1,4,2.99,70,R,"Deleted Scenes,Behind the Scenes",4,0
116,8,8,08,2005,1,4,2.99,70,R,"Deleted Scenes,Behind the Scenes",4,0
116,1,1,02,2006,1,4,2.99,70,R,"Deleted Scenes,Behind the Scenes",4,1
131,3,3,05,2005,1,5,4.99,152,PG,"Deleted Scenes",4,0
131,4,4,06,2005,1,5,4.99,152,PG,"Deleted Scenes",4,0
131,10,10,07,2005,1,5,4.99,152,PG,"Deleted Scenes",4,0
131,6,6,08,2005,1,5,4.99,152,PG,"Deleted Scenes",4,0
131,1,1,02,2006,1,5,4.99,152,PG,"Deleted Scenes",4,1
166,2,2,05,2005,1,6,2.99,149,G,"Commentaries,Behind the Scenes",4,0
166,4,4,06,2005,1,6,2.99,149,G,"Commentaries,Behind the Scenes",4,0
166,11,11,07,2005,1,6,2.99,149,G,"Commentaries,Behind the Scenes",4,0
166,7,7,08,2005,1,6,2.99,149,G,"Commentaries,Behind the Scenes",4,0
180,3,3,07,2005,1,4,2.99,184,PG-13,"Trailers,Commentaries",4,0
180,2,2,08,2005,1,4,2.99,184,PG-13,"Trailers,Commentaries",4,0
184,1,1,05,2005,1,3,2.99,92,PG-13,"Deleted Scenes",4,0
184,2,2,06,2005,1,3,2.99,92,PG-13,"Deleted Scenes",4,0
184,9,9,07,2005,1,3,2.99,92,PG-13,"Deleted Scenes",4,0
184,6,6,08,2005,1,3,2.99,92,PG-13,"Deleted Scenes",4,0
190,1,1,05,2005,1,5,4.99,172,NC-17,"Trailers,Behind the Scenes",4,0
190,2,2,06,2005,1,5,4.99,172,NC-17,"Trailers,Behind the Scenes",4,0
190,6,6,07,2005,1,5,4.99,172,NC-17,"Trailers,Behind the Scenes",4,0
190,5,5,08,2005,1,5,4.99,172,NC-17,"Trailers,Behind the Scenes",4,0
196,1,1,05,2005,1,7,0.99,69,G,"Deleted Scenes,Behind the Scenes",4,0
196,1,1,06,2005,1,7,0.99,69,G,"Deleted Scenes,Behind the Scenes",4,0
196,2,2,07,2005,1,7,0.99,69,G,"Deleted Scenes,Behind the Scenes",4,0
196,3,3,08,2005,1,7,0.99,69,G,"Deleted Scenes,Behind the Scenes",4,0
228,3,3,05,2005,1,4,0.99,143,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
228,5,5,06,2005,1,4,0.99,143,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
228,10,10,07,2005,1,4,0.99,143,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
228,8,8,08,2005,1,4,0.99,143,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
228,1,1,02,2006,1,4,0.99,143,PG-13,"Trailers,Commentaries,Behind the Scenes",4,1
249,2,2,05,2005,1,7,0.99,176,G,Commentaries,4,0
249,3,3,06,2005,1,7,0.99,176,G,Commentaries,4,0
249,6,6,07,2005,1,7,0.99,176,G,Commentaries,4,0
249,10,10,08,2005,1,7,0.99,176,G,Commentaries,4,0
266,1,1,05,2005,1,4,0.99,141,PG-13,"Deleted Scenes",4,0
266,2,2,06,2005,1,4,0.99,141,PG-13,"Deleted Scenes",4,0
266,10,10,07,2005,1,4,0.99,141,PG-13,"Deleted Scenes",4,0
266,12,12,08,2005,1,4,0.99,141,PG-13,"Deleted Scenes",4,0
297,1,1,06,2005,1,6,2.99,122,G,"Trailers,Commentaries,Deleted Scenes",4,0
297,3,3,07,2005,1,6,2.99,122,G,"Trailers,Commentaries,Deleted Scenes",4,0
297,2,2,08,2005,1,6,2.99,122,G,"Trailers,Commentaries,Deleted Scenes",4,0
341,1,1,05,2005,1,5,0.99,82,PG,"Trailers,Deleted Scenes",4,0
341,5,5,06,2005,1,5,0.99,82,PG,"Trailers,Deleted Scenes",4,0
341,13,13,07,2005,1,5,0.99,82,PG,"Trailers,Deleted Scenes",4,0
341,10,10,08,2005,1,5,0.99,82,PG,"Trailers,Deleted Scenes",4,0
341,1,1,02,2006,1,5,0.99,82,PG,"Trailers,Deleted Scenes",4,1
346,2,2,05,2005,1,4,4.99,128,R,"Deleted Scenes",4,0
346,2,2,06,2005,1,4,4.99,128,R,"Deleted Scenes",4,0
346,7,7,07,2005,1,4,4.99,128,R,"Deleted Scenes",4,0
346,7,7,08,2005,1,4,4.99,128,R,"Deleted Scenes",4,0
357,5,5,07,2005,1,7,0.99,114,G,"Trailers,Commentaries",4,0
357,4,4,08,2005,1,7,0.99,114,G,"Trailers,Commentaries",4,0
358,2,2,05,2005,1,5,0.99,163,R,"Trailers,Behind the Scenes",4,0
358,4,4,06,2005,1,5,0.99,163,R,"Trailers,Behind the Scenes",4,0
358,11,11,07,2005,1,5,0.99,163,R,"Trailers,Behind the Scenes",4,0
358,11,11,08,2005,1,5,0.99,163,R,"Trailers,Behind the Scenes",4,0
425,1,1,05,2005,1,6,0.99,88,R,"Behind the Scenes",4,0
425,2,2,06,2005,1,6,0.99,88,R,"Behind the Scenes",4,0
425,4,4,07,2005,1,6,0.99,88,R,"Behind the Scenes",4,0
425,2,2,08,2005,1,6,0.99,88,R,"Behind the Scenes",4,0
432,1,1,05,2005,1,4,2.99,139,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",4,0
432,3,3,06,2005,1,4,2.99,139,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",4,0
432,8,8,07,2005,1,4,2.99,139,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",4,0
432,6,6,08,2005,1,4,2.99,139,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",4,0
445,3,3,05,2005,1,5,2.99,100,G,"Trailers,Deleted Scenes",4,0
445,5,5,06,2005,1,5,2.99,100,G,"Trailers,Deleted Scenes",4,0
445,10,10,07,2005,1,5,2.99,100,G,"Trailers,Deleted Scenes",4,0
445,7,7,08,2005,1,5,2.99,100,G,"Trailers,Deleted Scenes",4,0
445,1,1,02,2006,1,5,2.99,100,G,"Trailers,Deleted Scenes",4,1
469,2,2,06,2005,1,7,4.99,46,PG,"Commentaries,Behind the Scenes",4,0
469,5,5,07,2005,1,7,4.99,46,PG,"Commentaries,Behind the Scenes",4,0
469,4,4,08,2005,1,7,4.99,46,PG,"Commentaries,Behind the Scenes",4,0
471,3,3,05,2005,1,7,2.99,84,NC-17,"Trailers,Commentaries",4,0
471,4,4,06,2005,1,7,2.99,84,NC-17,"Trailers,Commentaries",4,0
471,11,11,07,2005,1,7,2.99,84,NC-17,"Trailers,Commentaries",4,0
471,8,8,08,2005,1,7,2.99,84,NC-17,"Trailers,Commentaries",4,0
480,1,1,05,2005,1,3,2.99,84,R,"Trailers,Commentaries,Deleted Scenes",4,0
480,3,3,06,2005,1,3,2.99,84,R,"Trailers,Commentaries,Deleted Scenes",4,0
480,7,7,07,2005,1,3,2.99,84,R,"Trailers,Commentaries,Deleted Scenes",4,0
480,5,5,08,2005,1,3,2.99,84,R,"Trailers,Commentaries,Deleted Scenes",4,0
482,2,2,06,2005,1,3,0.99,102,R,"Trailers,Commentaries",4,0
482,5,5,07,2005,1,3,0.99,102,R,"Trailers,Commentaries",4,0
482,3,3,08,2005,1,3,0.99,102,R,"Trailers,Commentaries",4,0
484,1,1,05,2005,1,3,2.99,172,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",4,0
484,1,1,06,2005,1,3,2.99,172,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",4,0
484,7,7,07,2005,1,3,2.99,172,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",4,0
484,11,10,08,2005,1,3,2.99,172,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",4,0
487,1,1,05,2005,1,6,4.99,124,PG-13,"Trailers,Commentaries",4,0
487,3,3,06,2005,1,6,4.99,124,PG-13,"Trailers,Commentaries",4,0
487,4,4,07,2005,1,6,4.99,124,PG-13,"Trailers,Commentaries",4,0
487,5,5,08,2005,1,6,4.99,124,PG-13,"Trailers,Commentaries",4,0
512,2,2,06,2005,1,5,4.99,110,PG-13,Trailers,4,0
512,7,7,07,2005,1,5,4.99,110,PG-13,Trailers,4,0
512,8,8,08,2005,1,5,4.99,110,PG-13,Trailers,4,0
523,1,1,05,2005,1,7,0.99,174,R,Commentaries,4,0
523,1,1,06,2005,1,7,0.99,174,R,Commentaries,4,0
523,4,4,07,2005,1,7,0.99,174,R,Commentaries,4,0
523,2,2,08,2005,1,7,0.99,174,R,Commentaries,4,0
525,1,1,05,2005,1,4,0.99,140,R,"Deleted Scenes",4,0
525,4,4,06,2005,1,4,0.99,140,R,"Deleted Scenes",4,0
525,12,12,07,2005,1,4,0.99,140,R,"Deleted Scenes",4,0
525,9,9,08,2005,1,4,0.99,140,R,"Deleted Scenes",4,0
525,1,1,02,2006,1,4,0.99,140,R,"Deleted Scenes",4,1
536,1,1,06,2005,1,3,2.99,65,PG,"Trailers,Behind the Scenes",4,0
536,7,7,07,2005,1,3,2.99,65,PG,"Trailers,Behind the Scenes",4,0
536,5,4,08,2005,1,3,2.99,65,PG,"Trailers,Behind the Scenes",4,0
536,1,1,02,2006,1,3,2.99,65,PG,"Trailers,Behind the Scenes",4,1
537,1,1,05,2005,1,3,2.99,75,G,Trailers,4,0
537,1,1,06,2005,1,3,2.99,75,G,Trailers,4,0
537,5,5,07,2005,1,3,2.99,75,G,Trailers,4,0
537,3,3,08,2005,1,3,2.99,75,G,Trailers,4,0
548,2,2,06,2005,1,3,2.99,53,R,"Commentaries,Deleted Scenes",4,0
548,3,3,07,2005,1,3,2.99,53,R,"Commentaries,Deleted Scenes",4,0
548,3,3,08,2005,1,3,2.99,53,R,"Commentaries,Deleted Scenes",4,0
554,3,3,05,2005,1,6,2.99,159,G,"Behind the Scenes",4,0
554,3,3,06,2005,1,6,2.99,159,G,"Behind the Scenes",4,0
554,10,9,07,2005,1,6,2.99,159,G,"Behind the Scenes",4,0
554,10,10,08,2005,1,6,2.99,159,G,"Behind the Scenes",4,0
578,3,3,05,2005,1,4,4.99,142,PG-13,"Deleted Scenes",4,0
578,3,3,06,2005,1,4,4.99,142,PG-13,"Deleted Scenes",4,0
578,9,9,07,2005,1,4,4.99,142,PG-13,"Deleted Scenes",4,0
578,5,5,08,2005,1,4,4.99,142,PG-13,"Deleted Scenes",4,0
611,1,1,05,2005,1,7,4.99,73,PG,"Deleted Scenes,Behind the Scenes",4,0
611,2,2,06,2005,1,7,4.99,73,PG,"Deleted Scenes,Behind the Scenes",4,0
611,8,8,07,2005,1,7,4.99,73,PG,"Deleted Scenes,Behind the Scenes",4,0
611,6,5,08,2005,1,7,4.99,73,PG,"Deleted Scenes,Behind the Scenes",4,0
633,1,1,05,2005,1,6,4.99,54,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
633,2,2,06,2005,1,6,4.99,54,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
633,4,4,07,2005,1,6,4.99,54,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
633,4,4,08,2005,1,6,4.99,54,PG-13,"Trailers,Commentaries,Behind the Scenes",4,0
652,2,2,06,2005,1,3,0.99,126,R,"Trailers,Deleted Scenes",4,0
652,6,6,07,2005,1,3,0.99,126,R,"Trailers,Deleted Scenes",4,0
652,6,6,08,2005,1,3,0.99,126,R,"Trailers,Deleted Scenes",4,0
663,1,1,05,2005,1,7,0.99,99,NC-17,"Trailers,Commentaries",4,0
663,3,3,06,2005,1,7,0.99,99,NC-17,"Trailers,Commentaries",4,0
663,6,6,07,2005,1,7,0.99,99,NC-17,"Trailers,Commentaries",4,0
663,9,9,08,2005,1,7,0.99,99,NC-17,"Trailers,Commentaries",4,0
694,1,1,05,2005,1,6,4.99,98,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
694,3,3,06,2005,1,6,4.99,98,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
694,8,8,07,2005,1,6,4.99,98,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
694,8,8,08,2005,1,6,4.99,98,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
725,1,1,05,2005,1,6,4.99,167,R,"Trailers,Commentaries,Behind the Scenes",4,0
725,2,2,06,2005,1,6,4.99,167,R,"Trailers,Commentaries,Behind the Scenes",4,0
725,6,6,07,2005,1,6,4.99,167,R,"Trailers,Commentaries,Behind the Scenes",4,0
725,10,10,08,2005,1,6,4.99,167,R,"Trailers,Commentaries,Behind the Scenes",4,0
731,1,1,06,2005,1,7,4.99,153,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
731,4,4,07,2005,1,7,4.99,153,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
731,5,5,08,2005,1,7,4.99,153,PG-13,"Trailers,Commentaries,Deleted Scenes",4,0
744,2,2,05,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4,0
744,2,2,06,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4,0
744,7,7,07,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4,0
744,6,6,08,2005,1,4,0.99,89,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",4,0
808,1,1,06,2005,1,5,0.99,84,R,"Behind the Scenes",4,0
808,3,3,07,2005,1,5,0.99,84,R,"Behind the Scenes",4,0
808,2,2,08,2005,1,5,0.99,84,R,"Behind the Scenes",4,0
815,1,1,06,2005,1,4,2.99,74,PG-13,Commentaries,4,0
815,3,3,07,2005,1,4,2.99,74,PG-13,Commentaries,4,0
815,5,5,08,2005,1,4,2.99,74,PG-13,Commentaries,4,0
828,1,1,05,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4,0
828,2,2,06,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4,0
828,5,5,07,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4,0
828,5,5,08,2005,1,7,2.99,79,G,"Trailers,Deleted Scenes,Behind the Scenes",4,0
843,1,1,05,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4,0
843,3,3,06,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4,0
843,7,7,07,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4,0
843,12,12,08,2005,1,4,4.99,143,NC-17,"Commentaries,Deleted Scenes",4,0
862,1,1,05,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4,0
862,2,2,06,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4,0
862,6,6,07,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4,0
862,6,6,08,2005,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4,0
862,1,1,02,2006,1,5,0.99,53,G,"Deleted Scenes,Behind the Scenes",4,1
891,4,4,05,2005,1,3,0.99,69,G,Commentaries,4,0
891,7,7,06,2005,1,3,0.99,69,G,Commentaries,4,0
891,14,14,07,2005,1,3,0.99,69,G,Commentaries,4,0
891,6,6,08,2005,1,3,0.99,69,G,Commentaries,4,0
895,1,1,05,2005,1,3,2.99,142,R,Commentaries,4,0
895,5,5,06,2005,1,3,2.99,142,R,Commentaries,4,0
895,11,11,07,2005,1,3,2.99,142,R,Commentaries,4,0
895,8,8,08,2005,1,3,2.99,142,R,Commentaries,4,0
899,1,1,05,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4,0
899,2,2,06,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4,0
899,3,3,07,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4,0
899,5,5,08,2005,1,7,0.99,144,NC-17,"Commentaries,Behind the Scenes",4,0
951,3,3,05,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4,0
951,4,4,06,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4,0
951,12,12,07,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4,0
951,9,9,08,2005,1,6,0.99,78,PG-13,"Commentaries,Behind the Scenes",4,0
962,1,1,05,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4,0
962,3,3,06,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4,0
962,6,6,07,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4,0
962,5,5,08,2005,1,7,2.99,85,PG,"Trailers,Deleted Scenes,Behind the Scenes",4,0
970,1,1,05,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4,0
970,4,4,06,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4,0
970,12,12,07,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4,0
970,9,9,08,2005,1,7,0.99,52,NC-17,"Commentaries,Deleted Scenes",4,0
7,2,2,06,2005,1,6,4.99,62,PG-13,"Trailers,Deleted Scenes",5,0
7,6,6,07,2005,1,6,4.99,62,PG-13,"Trailers,Deleted Scenes",5,0
7,7,7,08,2005,1,6,4.99,62,PG-13,"Trailers,Deleted Scenes",5,0
28,3,3,05,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5,0
28,3,3,06,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5,0
28,6,6,07,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5,0
28,3,3,08,2005,1,5,4.99,91,PG-13,"Deleted Scenes,Behind the Scenes",5,0
99,2,2,06,2005,1,7,2.99,136,PG,Trailers,5,0
99,9,9,07,2005,1,7,2.99,136,PG,Trailers,5,0
99,9,9,08,2005,1,7,2.99,136,PG,Trailers,5,0
119,1,1,05,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5,0
119,4,4,06,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5,0
119,9,9,07,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5,0
119,10,10,08,2005,1,6,0.99,176,G,"Trailers,Commentaries,Deleted Scenes",5,0
127,2,2,05,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5,0
127,4,4,06,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5,0
127,11,11,07,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5,0
127,12,11,08,2005,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5,0
127,1,1,02,2006,1,5,4.99,112,G,"Commentaries,Deleted Scenes",5,1
159,4,4,05,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5,0
159,4,4,06,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5,0
159,10,10,07,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5,0
159,10,10,08,2005,1,5,4.99,58,R,"Trailers,Behind the Scenes",5,0
178,1,1,05,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5,0
178,1,1,06,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5,0
178,3,3,07,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5,0
178,1,1,08,2005,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5,0
178,1,1,02,2006,1,6,0.99,115,G,"Deleted Scenes,Behind the Scenes",5,1
182,1,1,05,2005,1,7,4.99,185,G,Commentaries,5,0
182,1,1,06,2005,1,7,4.99,185,G,Commentaries,5,0
182,2,2,07,2005,1,7,4.99,185,G,Commentaries,5,0
182,3,3,08,2005,1,7,4.99,185,G,Commentaries,5,0
188,1,1,06,2005,1,7,2.99,136,PG,"Commentaries,Deleted Scenes",5,0
188,4,4,07,2005,1,7,2.99,136,PG,"Commentaries,Deleted Scenes",5,0
188,4,4,08,2005,1,7,2.99,136,PG,"Commentaries,Deleted Scenes",5,0
202,2,2,05,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5,0
202,2,2,06,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5,0
202,6,6,07,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5,0
202,3,3,08,2005,1,5,4.99,161,G,"Deleted Scenes,Behind the Scenes",5,0
242,3,3,05,2005,1,4,0.99,68,R,"Trailers,Commentaries",5,0
242,4,4,06,2005,1,4,0.99,68,R,"Trailers,Commentaries",5,0
242,9,9,07,2005,1,4,0.99,68,R,"Trailers,Commentaries",5,0
242,5,5,08,2005,1,4,0.99,68,R,"Trailers,Commentaries",5,0
247,3,3,05,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5,0
247,3,3,06,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5,0
247,10,10,07,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5,0
247,9,9,08,2005,1,3,0.99,47,G,"Trailers,Commentaries,Deleted Scenes",5,0
265,2,2,05,2005,1,5,4.99,168,PG,"Behind the Scenes",5,0
265,3,3,06,2005,1,5,4.99,168,PG,"Behind the Scenes",5,0
265,4,4,07,2005,1,5,4.99,168,PG,"Behind the Scenes",5,0
265,8,8,08,2005,1,5,4.99,168,PG,"Behind the Scenes",5,0
276,5,5,07,2005,1,6,4.99,115,NC-17,"Commentaries,Behind the Scenes",5,0
276,5,5,08,2005,1,6,4.99,115,NC-17,"Commentaries,Behind the Scenes",5,0
308,1,1,05,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5,0
308,4,4,06,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5,0
308,6,6,07,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5,0
308,6,6,08,2005,1,3,2.99,142,PG,"Trailers,Deleted Scenes,Behind the Scenes",5,0
317,2,2,05,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5,0
317,2,2,06,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5,0
317,6,6,07,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5,0
317,11,10,08,2005,1,4,0.99,148,PG,"Trailers,Commentaries,Behind the Scenes",5,0
324,3,3,06,2005,1,3,4.99,148,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
324,9,9,07,2005,1,3,4.99,148,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
324,5,5,08,2005,1,3,4.99,148,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
335,3,3,07,2005,1,5,0.99,133,PG-13,"Trailers,Commentaries,Behind the Scenes",5,0
335,2,2,08,2005,1,5,0.99,133,PG-13,"Trailers,Commentaries,Behind the Scenes",5,0
365,3,3,06,2005,1,4,4.99,154,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
365,5,5,07,2005,1,4,4.99,154,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
365,6,6,08,2005,1,4,4.99,154,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
385,2,2,05,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
385,3,3,06,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
385,7,7,07,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
385,5,5,08,2005,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,0
385,1,1,02,2006,1,6,4.99,139,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",5,1
388,3,3,05,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5,0
388,4,4,06,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5,0
388,11,11,07,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5,0
388,4,4,08,2005,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5,0
388,2,2,02,2006,1,5,0.99,70,NC-17,"Deleted Scenes,Behind the Scenes",5,1
410,2,2,05,2005,1,7,2.99,48,PG,Commentaries,5,0
410,3,3,06,2005,1,7,2.99,48,PG,Commentaries,5,0
410,5,5,07,2005,1,7,2.99,48,PG,Commentaries,5,0
410,8,8,08,2005,1,7,2.99,48,PG,Commentaries,5,0
413,2,2,05,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
413,2,2,06,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
413,3,3,07,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
413,5,5,08,2005,1,7,2.99,169,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
443,1,1,05,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5,0
443,3,3,06,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5,0
443,12,12,07,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5,0
443,8,8,08,2005,1,6,2.99,49,PG,"Trailers,Commentaries,Behind the Scenes",5,0
444,2,2,06,2005,1,3,4.99,83,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
444,10,10,07,2005,1,3,4.99,83,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
444,10,10,08,2005,1,3,4.99,83,NC-17,"Trailers,Commentaries,Behind the Scenes",5,0
478,1,1,05,2005,1,4,2.99,112,G,"Deleted Scenes",5,0
478,1,1,06,2005,1,4,2.99,112,G,"Deleted Scenes",5,0
478,5,5,07,2005,1,4,2.99,112,G,"Deleted Scenes",5,0
478,7,7,08,2005,1,4,2.99,112,G,"Deleted Scenes",5,0
502,3,3,05,2005,1,4,2.99,71,PG-13,Trailers,5,0
502,3,3,06,2005,1,4,2.99,71,PG-13,Trailers,5,0
502,9,9,07,2005,1,4,2.99,71,PG-13,Trailers,5,0
502,9,9,08,2005,1,4,2.99,71,PG-13,Trailers,5,0
522,2,2,05,2005,1,4,2.99,137,NC-17,"Commentaries,Deleted Scenes",5,0
